aalbesseblad	aalbessenblad
vachtje	~
vachtjes	~
vademde	~
vademt	~
vaderachtig	~
vaderlandlievenden	~
vaderlandsch	vaderlands
vaderlandschgezind	vaderlandsgezind
vaderliefje	~
vaderliefjes	~
vaderliefs	~
vaderlijken	vaderlijke*
vaderlijker	~
vaderlijkst	~
vaderlooze	~
vadert	~
vadsigen	~
vadsiger	~
vadsigst	~
vakerigen	~
vakeriger	~
vakerigst	~
vakgenooten	vakgenoten
vakleerling	~
vakleerlingen	~
vakvereeniging	vakvereniging
vakvereenigingen	vakverenigingen
valbijlen	~
valblokken	~
valbloks	~
valen	vale*
valeren	~
valeriaanzuur	~
valhoeden	~
valhoedje	~
valhoedjes	~
valideer	~
valideeren	valideren
valideert	~
valiesje	~
valiesjes	~
valkenei	~
valkeneieren	~
valkenieren	~
valkeniershandschoen	~
valkeniershandschoenen	~
valkenierstasch	~
valkenierstasschen	~
valkenoogen	valkenogen
valkenvlucht	~
valkeveer	~
valkeveeren	~
valkje	~
valkjes	~
valkruid	~
valletjes	~
vallichten	~
valluikje	~
valluikjes	~
valmuren	~
valmuur	~
valnet	~
valnetten	~
valpoort	~
valreepen	valrepen
valreepsbord	~
valreepsborden	~
valreepsgast	~
valreepsgasten	~
valreepsklamp	~
valreepsklampen	~
valreepsknoop	~
valreepsknoopen	valreepsknopen
valreepstrap	~
valsch	vals
valschaard	valsaard
valschaards	valsaards
valschelijk	valselijk
valscher	valser
valschheden	valsheden
valschheid	valsheid
valschut	~
valschutten	~
valstrikje	~
valstrikjes	~
Vandaal	vandaal
vandehandsch	vandehands
vanderhandsch	~
vaneenbarsten	~
vaneenbersten	~
vaneengebarsten	~
vaneengeborsten	~
vaneengerukt	~
vaneengescheiden	~
vaneengespleten	~
vaneengesprongen	~
vaneenrijten	~
vaneenrukken	~
vaneensplijten	~
vaneenspringen	~
vangballen	~
vangballetje	~
vangballetjes	~
vangband	~
vangbanden	~
vangboom	~
vangboomen	~
vangbord	~
vangborden	~
vangdam	~
vangdammen	~
vangertjes	~
vanghaken	~
vangijzer	~
vangijzers	~
vangknip	~
vanglijnen	~
vangrad	~
vangraderen	~
vangster	~
vangsters	~
vangstje	~
vangstjes	~
vangstok	~
vangstokken	~
vangtouw	~
vangtouwen	~
vangwater	~
vangwiel	~
vangwielen	~
vanielje	vanille
vanieljeboom	vanilleboom
vanieljeboomen	vanillebomen
vanielje-ijs	vanille-ijs
vanieljelikeur	vanillelikeur
vanieljestokje	vanillestokje
vanieljestokjes	vanillestokjes
vannieuws	~
vanzelve	vanzelf
varenbed	~
varenbedden	~
varenbedje	~
varenbedjes	~
varenkussen	~
varenkussens	~
varenkussentje	~
varenkussentjes	~
varenstijd	~
varensvolk	~
variatiën	variaties
varieeren	variëren
varkenachtig	~
varkenachtiger	~
varkenachtigst	~
varkende	~
varkenen	~
varkensborstel	~
varkensbrood	~
varkensdarm	~
varkensdarmen	~
varkensdistel	~
varkensdistels	~
varkensdrijver	~
varkensdrijvers	~
varkensfokker	~
varkensfokkerij	~
varkensfokkers	~
varkenshoofd	~
varkenshoofden	~
varkenskers	~
varkensklaver	~
varkenskluifje	~
varkenskluifjes	~
varkenskooper	~
varkenskoopers	~
varkenskrap	~
varkenskrapje	~
varkenskrapjes	~
varkenskrappen	~
varkensleder	~
varkenslever	~
varkenslevers	~
varkensmaag	~
varkensmagen	~
varkensmarkten	~
varkensnier	~
varkensnieren	~
varkensoogen	varkensogen
varkensoor	~
varkensooren	~
varkenspooten	~
varkensreuzel	~
varkensribben	~
varkensribbetje	~
varkensribbetjes	~
varkensribje	~
varkensribjes	~
varkensrug	~
varkensruggen	~
varkensschijf	~
varkensschijfje	~
varkensschijfjes	~
varkensschijven	~
varkensschot	~
varkensschotten	~
varkensslachters	~
varkensslagers	~
varkenssnuiten	~
varkensspek	~
varkensspoeling	~
varkensstaarten	~
varkenstroggen	~
varkensvleesch	varkensvlees
varkensworst	~
varkensworsten	~
varschebalie	~
varschebalies	~
vastberadener	~
vastberadenst	~
vastblijven	~
vastboeien	~
vastdraai	~
vastdraait	~
vastelandsklimaat	~
vastenavond	Vastenavond
vastenavonden	~
vastenavondgek	~
vastenavondgekken	~
vastenavondvreugd	~
vastenbrieven	~
vastenpreek	~
vastenpreeken	vastenpreken
vasteren	~
vastgebleven	~
vastgeboeid	~
vastgedraaid	~
vastgegespte	~
vastgegespten	~
vastgegroeiden	~
vastgehaakt	~
vastgehad	~
vastgehechten	~
vastgekegd	~
vastgeklampten	~
vastgeklemden	~
vastgeklopt	~
vastgeknoopten	~
vastgekoppeld	~
vastgekrooien	~
vastgekruid	~
vastgelakt	~
vastgelegden	~
vastgeleid	~
vastgelijmden	~
vastgeloopen	vastgelopen
vastgemaakten	~
vastgemetseld	~
vastgenaaiden	~
vastgenagelden	~
vastgenesteld	~
vastgeplakte	~
vastgeplakten	~
vastgeplugd	~
vastgeprikte	~
vastgeprikten	~
vastgeraakt	~
vastgeredeneerd	~
vastgeregen	~
vastgeroeid	~
vastgeschroefden	~
vastgeschroeid	~
vastgesmeed	~
vastgesnoerd	~
vastgesoldeerd	~
vastgespelden	~
vastgespijkerden	vastgespijkerde*
vastgestelden	vastgestelde*
vastgestoken	~
vastgestrikt	~
vastgestuurd	~
vastgestuwd	~
vastgetrapt	~
vastgevaren	~
vastgevlochten	~
vastgewoeld	~
vastgeworteld	~
vastgezeild	~
vasthoudenden	~
vasthoudendst	~
vasthoudendsten	~
vastkeggen	~
vastklamp	~
vastkloppen	~
vastkluisteren	~
vastknoopen	vastknopen
vastkruien	~
vastlakken	~
vastloop	~
vastloopen	vastlopen
vastmetselen	~
vastnaait	~
vastnestelen	~
vastpluggen	~
vastredeneeren	~
vastrijgen	~
vastroeien	~
vastschroeien	~
vastsmeden	~
vastsoldeeren	~
vaststeken	~
vaststrikken	~
vaststuren	~
vaststuwen	~
vasttimmeren	~
vasttrappen	~
vastvaren	~
vastvlechten	~
vastwerk	~
vastwerken	~
vastwerkt	~
vastwoelen	~
vastwortelen	~
vastzeilen	~
vatboter	~
vatenkwasten	~
vatenwasschen	~
vatsel	~
vatsels	~
vatvuil	~
vechtachtig	~
vechtachtiger	~
vechtachtigst	~
vechtenderhand	~
vechterijtje	~
vechterijtjes	~
vechtersbaasje	~
vechtersbaasjes	~
vedeltje	~
vedeltjes	~
vederachtigen	~
vederlooze	~
vedertje	~
vedertjes	~
vedervormig	~
vedervormige	~
vedervormigen	~
vedettes	~
veeartsenijscholen	~
veebooten	veeboten
veegdoek	~
veeger	veger
veegheid	~
veegkruid	~
veegmachine	~
veegmachines	~
veegmes	~
veegmessen	~
veegst	~
veekeuring	~
veekoek	~
veekooper	veekoper
veekoopers	veekopers
veelbemind	~
veelbeteekenend	veelbetekenend
veelbladig	~
veelbloemig	~
veelbloemige	~
veelbloemigen	~
veelen	velen
veelgeliefden	~
veelhalmig	~
veelhoekigen	~
veelhoofdigen	~
veeljarigen	veeljarige*
veelkleurigen	veelkleurige*
veellettergrepig	~
veelmaals	~
veelnamig	~
veelpootig	veelpotig
veelregelig	~
veelslachtig	~
veelsoortigen	veelsoortige*
veelstemmigen	veelstemmige*
veelterm	~
veeltermen	~
veeltongig	~
veelvervig	~
veelvlakkigen	~
veelvoeten	~
veelvoetig	~
veelvormigen	~
veelvoudigen	~
veelvuldigen	~
veelwaardig	~
veelzijdigen	veelzijdige*
veelzijdigst	~
veemen	vemen
veenachtigen	~
veenachtiger	~
veenachtigst	~
veenbaas	~
veenboeren	~
veenboor	~
veenboren	~
veenbranden	~
veendamp	~
veengraver	~
veenland	~
veenlanden	~
veenmollen	~
veenwerker	~
veenwortel	~
veepestkordon	~
veepestkordons	~
veerbooten	~
veerbout	~
veerbouten	~
veeren	veren
veerenbed	~
veerenbedden	~
veerenbedje	~
veerenbedjes	~
veerhuizen	~
veering	vering
veeringen	~
veerknecht	~
veerknechts	~
veerkrachtigen	~
veerkrachtigere	~
veerkrachtigeren	~
veerkrachtigst	~
veerloon	~
veerpasser	~
veerpassers	~
veerploeg	~
veerploegen	~
veertiendaagsch	veertiendaags
veertienderhande	~
veertienderlei	~
veertienen	~
veertienmaal	~
veertienvoud	~
veertienvouden	~
veertienvoudig	~
veertigdaagsch	~
veertigen	~
veertigerhande	~
veertigerlei	~
veertigjarigen	veertigjarige*
veertigmaal	~
veertigponder	~
veertigponders	~
veertigtallen	~
veertigvoud	~
veertigvouden	~
veertigvoudig	~
veeslag	~
veestte	~
veete	vete
veeten	veten
veetentoonstelling	~
veetentoonstellingen	~
veevoederketel	~
veevoederketels	~
vegertje	~
vegertjes	~
vegetarischen	~
vegeteeren	vegeteren
veilconditiën	~
veildag	~
veildagen	~
veilers	~
veiligde	~
veiligen	veilige*
veiligeren	~
veiligheidskaart	~
veiligheidskaarten	~
veiligheidskettinkje	~
veiligheidskettinkjes	~
veiligheidslampen	~
veiligsten	~
veilst	~
veinzeres	~
veinzeressen	~
veldanjelier	~
veldanjelieren	~
veldbloempje	~
veldbloempjes	~
velddistel	~
velddistels	~
veldflesch	veldfles
veldflesschen	veldflessen
veldfluiten	~
veldgeschrei	~
veldgod	~
veldgoden	~
veldhaas	~
veldhazen	~
veldheeren	veldheren
veldheersbekwaamheden	~
veldheersbekwaamheid	~
veldheersstaven	~
veldhoenders	~
veldijs	~
veldlazaret	~
veldlazaretten	~
veldleger	~
veldlegers	~
veldnimf	~
veldnimfen	~
veldposten	~
veldpriester	~
veldpriesters	~
veldsnip	~
veldsnippen	~
veldspaath	~
veldstuk	~
veldstukje	~
veldstukjes	~
veldstukken	~
veldteeken	veldteken
veldteekens	veldtekens
velgje	~
velgjes	~
vellenkooper	vellenkoper
vellenkoopers	vellenkopers
vellenploten	~
vellenploters	~
vellig	~
velligen	~
velliger	~
velligst	~
velocipède	~
velocipèdes	~
velocipedist	~
velocipedisten	~
vendelt	~
venduhuizen	~
venerischen	~
venigen	~
veniger	~
venigst	~
venijnigen	~
venijnigere	~
venijnigeren	~
venijnigst	~
venijnigsten	~
vennetjes	~
vennooten	vennoten
vensterbeslag	~
vensteren	vensters
venstergeld	~
ventileer	~
ventileeren	ventileren
ventjagen	~
ventjagerij	~
ventjagers	~
ventjelief	~
ventsters	~
veraanschouwelijkte	~
veraccijnsde	~
veraccijnsden	~
veraccijnzen	~
veraccijnzing	~
veraccijnzingen	~
verachtelijken	verachtelijke*
verachtelijkheden	~
verachtelijkst	~
verachteloosd	~
verachteloosde	~
verachteloozen	~
verachteloozing	~
verachtster	~
verachtsters	~
verademden	~
veranda's	~
veranderingetjes	~
veranderlijken	~
veranderlijkst	~
verankerden	~
verantwoordelijkere	~
verantwoordelijkeren	~
verantwoordelijkst	~
verantwoorder	~
verantwoorders	~
verat	~
veraten	~
verbabbelde	~
verbakte	~
verbaliseer	~
verbaliseerde	~
verbaliseeren	verbaliseren
verbandbrief	~
verbandje	~
verbandjes	~
verbandkist	~
verbandkisten	~
verbandmaterialen	~
verbandstoffen	~
verbanningsdecreet	~
verbanningsdecreten	~
verbazenden	verbazende*
verbazendsten	~
verbedde	~
verbedding	~
verbeddingen	~
verbeenen	verbenen
verbeestelijken	~
verbeestelijkt	~
verberger	~
verbergers	~
verberging	~
verbeterblaadje	~
verbeterblaadjes	~
verbeterbladen	~
verbeteringsgestichten	~
verbeurbaar	~
verbeurbare	~
verbeurdverklaard	~
verbiljart	~
verbiljarten	~
verbiljartte	~
verbindingsklos	~
verbindingsklossen	~
verbindingsroede	~
verbindingsroeden	~
verbindingsspoorweg	~
verbindingsspoorwegen	~
verbindingsteeken	verbindingsteken
verbindingsteekens	verbindingstekens
verbitterdst	~
verbleeken	verbleken
verbleeking	~
verblijdender	~
verblijdendst	~
verblijding	~
verblijfje	~
verblijfjes	~
verblindheden	~
verblindst	~
verbodemd	~
verbodemde	~
verbodemen	~
verbodeming	~
verbodenen	~
verbodsdag	~
verbodsdagen	~
verbodsstelsel	~
verbodsstelsels	~
verbodswet	~
verbodswetten	~
verboeken	~
verboeking	~
verboekt	~
verboekte	~
verboer	~
verboerd	~
verbolgener	~
verbolgenheden	~
verbolgenst	~
verbondsbeker	~
verbondsbekers	~
verbondsboek	~
verbondsboeken	~
verbondsbreuk	~
verbondsbrief	~
verbondsbrieven	~
verbondseed	~
verbondseeden	~
verbondsgod	~
verbondskist	~
verbondsmaal	~
verbondsmalen	~
verbondsoffer	~
verbondsoffers	~
verbondstafel	~
verboord	~
verboordde	~
verboorden	~
verborgenst	~
verbouwereerden	~
verbrabbeld	~
verbrabbelde	~
verbrabbelen	~
verbrandbaar	~
verbrandbare	~
verbrandingsprocessen	~
verbrandingsproduct	~
verbrandingsproducten	~
verbreeden	verbreden
verbreeding	verbreding
verbreedingen	~
verbreedingsstuk	~
verbreedingsstukken	~
verbreedsel	~
verbreedsels	~
verbreekbaar	~
verbreekster	~
verbreeksters	~
verbreider	~
verbreiders	~
verbreidster	~
verbreidsters	~
verbreker	~
verbrekers	~
verbrodde	~
verbroddelde	~
verbroeder	~
verbroeid	~
verbruikersbond	~
verbruikersbonden	~
verbruikleen	~
verbruikleenen	~
verbruiksartikel	~
verbruikten	~
verbuigbaarheid	~
verbussen	~
verbust	~
verbuste	~
vercijfer	~
vercijferd	~
vercijferde	~
vercijferden	~
vercijfert	~
verdaagden	~
verdagingen	~
verdamp	~
verdedigbaarheid	~
verdedigingsliniën	~
verdedigingswapenen	~
verdeelen	verdelen
verdeeler	verdeler
verdeelers	~
verdeeling	verdeling
verdeelingen	verdelingen
verdeelpunt	~
verdeelpunten	~
verdeelster	~
verdeelsters	~
verdeksbalk	~
verdeksbalken	~
verdelgers	~
verderen	verdere*
verderfelijken	verderfelijke*
verderfelijkst	~
verdervingen	~
verdichter	~
verdichters	~
verdichtseltje	~
verdichtseltjes	~
verdicten	~
verdienstelijken	verdienstelijke*
verdienstelijksten	~
verdiepschaaf	~
verdiepschaven	~
verdierlijkten	~
verdietschen	verdietsen
verdietsching	verdietsing
verdietschingen	~
verdietscht	verdietst
verdietschte	verdietste
verdijde	~
verdoeking	~
verdoekingen	~
verdoekte	~
verdoekten	~
verdoemelijken	~
verdoemelijker	~
verdoemelijkst	~
verdoemer	~
verdoemers	~
verdoener	~
verdoeners	~
verdokterde	~
verdolingen	~
verdonker	~
verdoopen	verdopen
verdooping	~
verdoopingen	~
verdoopte	~
verdoov	~
verdooven	verdoven
verdooving	verdoving
verdoovingen	~
verdoovt	~
verdordheid	~
verdorvenst	~
verdraaglijken	~
verdraaglijkst	~
verdraagzaamst	~
verdraaier	~
verdraaiers	~
verdraging	~
verdriedubbelden	~
verdrietelijken	~
verdrietelijker	~
verdrietelijkst	~
verdrietigen	verdrietige*
verdrietigsten	~
verdrietje	~
verdrietjes	~
verdrievoudig	~
verdrievoudigden	~
verdrievoudigt	~
verdringer	~
verdringers	~
verdrukkeren	~
verdubbelingsstelsel	~
verduitschen	verduitsen
verduitscher	~
verduitschers	~
verduitsching	verduitsing
verduitschingen	~
verduitscht	verduitst
verduitschte	verduitste
verduivelden	~
verduizendvoudigde	~
verduizendvoudigden	~
verdunningen	~
verduring	~
verdutte	~
verdutten	~
verduw	~
verduwden	~
verduwing	~
vereeltte	~
vereenen	verenen
vereenigbaar	verenigbaar
vereenigbaarheid	verenigbaarheid
vereenigbare	verenigbare
vereenigd	verenigd
vereenigde	verenigde
vereenigen	verenigen
vereeniger	~
vereenigers	~
vereeniging	vereniging
vereenigingen	verenigingen
vereenigingsbout	~
vereenigingsbouten	~
vereenigingsleven	verenigingsleven
vereenigingspunt	verenigingspunt
vereenigingspunten	verenigingspunten
vereenigingsteeken	verenigingsteken
vereenigingsteekens	~
vereenigster	~
vereenigsters	~
vereeren	vereren
vereerenswaardig	vererenswaardig
vereerenswaardiger	~
vereerenswaardigst	~
vereering	verering
vereeringen	vereringen
vereerinkje	~
vereerinkjes	~
vereffeningen	~
vereisch	vereis
vereischen	vereisen
vereischt	vereist
vereischte	vereiste
vereischten	vereisten
verengingen	~
verenkel	~
verenkelden	~
verenkeling	~
verenkelt	~
verergeringen	~
vereten	~
veretterden	~
verfaarde	~
verfdoosje	~
verfdoosjes	~
verfdoozen	~
verfijn	~
verfje	~
verfjes	~
verfkooper	~
verfkoopers	~
verfkuipen	~
verflensing	~
verflensten	~
verfoeienswaardig	~
verfoeienswaardiger	~
verfoeienswaardigst	~
verfoeiing	~
verfoeiingen	~
verfoeilijken	~
verfoeilijkheden	~
verfoeilijkheid	~
verfoeilijkst	~
verfoeisels	~
verfoelied	~
verfoeliede	~
verfoeliën	~
verfoeliesel	~
verfomfaaiden	~
verfomfaait	~
verfomfooien	~
verfommeld	~
verfommelde	~
verfommelen	~
verfraai	~
verfranschen	verfransen
verfransching	verfransing
verfranscht	verfranst
verfranschte	verfranste
verfrischt	verfrist
verfrischte	verfriste
verfrisschen	verfrissen
verfrissching	verfrissing
verfrisschingen	verfrissingen
verfrisschinkje	~
verfrisschinkjes	~
verfrommel	~
verfronseld	~
verfronselde	~
verfronselen	~
vergaarder	~
vergaarders	~
vergaarsel	~
vergaarsels	~
vergaderingetje	~
vergaderkosten	~
vergalling	~
vergallingen	~
vergaloppeer	~
vergaloppeerden	~
vergaloppeeren	~
vergankelijken	~
vergankelijkere	~
vergankelijkeren	~
vergankelijkst	~
vergeeflijken	~
vergeeflijkst	~
vergeefsch	vergeefs
vergeefsen	~
vergeestelijk	~
vergeetachtigen	~
vergeetachtiger	~
vergeetachtigst	~
vergeetal	~
vergeetallen	~
vergeet-me-niet	~
vergeet-mij-nietje	~
vergeet-mij-nietjes	~
vergefelijken	~
vergefelijkst	~
vergelders	~
vergemakkelijk	~
vergenoegder	~
vergenoegdst	~
vergetelijk	~
vergetelijke	~
vergetelijken	~
vergetelijker	~
vergetelijkheid	~
vergetelijkst	~
vergetenheid	~
vergevensgezinden	~
vergever	~
vergevers	~
vergevorderden	vergevorderde*
vergezelschapten	~
vergieter	~
vergieters	~
vergieting	~
vergietingen	~
vergietje	~
vergietjes	~
vergiettesten	~
vergiftenleer	~
vergiftigers	~
vergiftigingsproces	~
vergiftigingsprocessen	~
vergiftigst	~
vergiftte	~
vergissinkje	~
vergissinkjes	~
vergisting	~
vergistte	~
vergoddelijk	~
vergoder	~
vergoders	~
vergoelijk	~
vergraasd	~
vergraasde	~
vergramder	~
vergramdheid	~
vergramdst	~
vergraving	~
vergravingen	~
vergrazen	~
vergrijpje	~
vergrijpjes	~
vergroeven	~
vergroofden	~
vergrooten	vergroten
vergrooter	~
vergrooters	~
vergrootglaasje	~
vergrootglaasjes	~
vergrooting	vergroting
vergrootingen	vergrotingen
vergruizel	~
vergruizelden	~
vergruizeling	~
vergulding	~
verguldmes	~
verguldmessen	~
verguldpenseel	~
verguldpenseelen	~
vergunninghouder	~
vergunninghouders	~
vergunningsrecht	~
verhaakt	~
verhaakte	~
verhaalreep	~
verhaalreepen	~
verhaalster	~
verhaalsters	~
verhaarden	~
verhak	~
verhaken	~
verhakstukt	~
verhakstukte	~
verhakte	~
verhakten	~
verhalenderwijze	~
verhalvezolen	~
verhalvezoold	~
verhalvezoolde	~
verhandelaarsstijl	~
verhandelingetje	~
verhandelingetjes	~
verhanging	~
verhanseld	~
verhanselde	~
verhardheid	~
verhardst	~
verhaspel	~
verheelen	verhelen
verheerd	~
verheerde	~
verheering	~
verhelp	~
verhelping	~
verhemelteletter	~
verhemelteletters	~
verheugdst	~
verheuginkje	~
verheuginkjes	~
verhevenen	verhevene*
verheveneren	~
verhevensten	~
verhitst	~
verhittingen	~
verhoeding	~
verhoefslaagd	~
verhoefslaagde	~
verhoefslagen	~
verhoefslagingen	~
verholener	~
verholenst	~
verhollandschen	verhollandsen
verhollandsching	~
verhollandscht	verhollandst
verhollandschte	verhollandste
verhonderdvoudigde	~
verhonderdvoudigden	~
verhoogen	verhogen
verhooger	~
verhoogers	~
verhooging	verhoging
verhoogingen	verhogingen
verhoogstuk	~
verhoogstukken	~
verhoorders	~
verhooren	verhoren
verhooring	verhoring
verhooringen	~
verhoovaardigd	~
verhoovaardigde	~
verhoovaardigen	~
verhuisdrukte	~
verhuiskosten	~
verhutseld	~
verhutselde	~
verhutselen	~
verhuurkantoren	~
verhuurtijd	~
verhypothekeerden	~
verhypothekeeren	verhypothekeren
verificateurs	~
verificatiën	~
verifieer	~
verifieeren	verifiëren
verijdel	~
verjaargeschenken	~
verjaarmaal	~
verjaarmalen	~
verjaringsgeschenk	~
verjaringsgeschenken	~
verjaringsrecht	~
verjaringstermijn	~
verkaart	~
verkaarten	~
verkaartte	~
verkabbeld	~
verkabbelde	~
verkabbelen	~
verkakeld	~
verkakelde	~
verkakelen	~
verkalk	~
verkanker	~
verkankerden	~
verkankering	~
verkappingen	~
verkavel	~
verkavelden	~
verkeerbord	~
verkeerborden	~
verkeerbordje	~
verkeerbordjes	~
verkeerdst	~
verkeeren	verkeren
verkeering	verkering
verkeeringen	verkeringen
verkeerspel	~
verkeerspelen	~
verkeertje	~
verkegeld	~
verkegelde	~
verkegelen	~
verkenbaar	~
verkenbare	~
verketter	~
verkeur	~
verkeurd	~
verkeurde	~
verkeurden	~
verkeuren	~
verkeurt	~
verkield	~
verkielde	~
verkielen	~
verkieselijke	~
verkieselijken	~
verkieselijkst	~
verkieslijken	~
verkieslijksten	~
verkiezingsagent	~
verkiezingsmanoeuvres	~
verkiezingswerk	~
verklaarbaarst	~
verklad	~
verkladde	~
verklapper	~
verklapping	~
verklappingen	~
verkleeden	verkleden
verkleeding	verkleding
verkleedingen	verkledingen
verkleefden	~
verkleefder	~
verkleefdst	~
verkleinaap	~
verkleinapen	~
verkleinbaar	~
verkleinglaasje	~
verkleinglaasjes	~
verkleinglazen	~
verkleinwoordje	~
verkleinwoordjes	~
verkleumder	~
verkleumdheid	~
verkleumdst	~
verkleur	~
verklikkingen	~
verklikten	~
verkloekten	~
verklungeld	~
verklungelde	~
verkneep	~
verkneusd	~
verkneusde	~
verkneuter	~
verkneuzen	~
verkniesd	~
verkniesde	~
verknijping	~
verknijzen	~
verknipten	~
verknochten	~
verknoeiingen	~
verknolden	~
verknoop	~
verknoopen	verknopen
verknutselde	~
verknutselden	~
verknutselen	~
verkoelenden	~
verkoelender	~
verkoelendst	~
verkoelingen	~
verkoelingsmiddel	~
verkoelingsmiddelen	~
verkomen	~
verkomt	~
verkonders	~
verkonkeld	~
verkonkelde	~
verkonkelen	~
verkonkeling	~
verkookten	~
verkoopen	verkopen
verkooper	verkoper
verkoopers	verkopers
verkoophuizen	~
verkooping	verkoping
verkoopingen	verkopingen
verkoopinkje	~
verkoopinkjes	~
verkooplokalen	~
verkoopplaats	~
verkoperden	~
verkopering	~
verkopert	~
verkorst	~
verkorstte	~
verkorter	~
verkorters	~
verkortingsteeken	verkortingsteken
verkortingsteekens	~
verkozenen	~
verkreukel	~
verkreukeling	~
verkreukelingen	~
verkrimping	~
verkromden	~
verkruimel	~
verkuild	~
verkuilde	~
verkuilen	~
verkuiling	~
verkuipen	~
verkuipt	~
verkuipte	~
verkwakkeld	~
verkwakkelde	~
verkwakkelen	~
verkwam	~
verkwamen	~
verkwikkelijken	~
verkwikkelijkheid	~
verkwikkelijkst	~
verkwikkenden	~
verkwikkender	~
verkwikkendst	~
verkwistenden	~
verkwistender	~
verkwistendst	~
verlaadde	~
verlaatte	~
verlading	~
verlakking	~
verlakkingen	~
verlaksel	~
verlanglijsten	~
verlangst	~
verlanterfant	~
verlanterfantte	~
verlapping	~
verlappingen	~
verlapten	~
verlas	~
verlatenst	~
verlater	~
verlaters	~
verlazen	~
verledigd	~
verledigde	~
verleenen	verlenen
verleening	verlening
verleeren	verleren
verlegenere	~
verlegeneren	~
verlegenst	~
verlei	~
verleidelijken	~
verleidelijkeren	~
verleidelijkheden	~
verleidelijksten	~
verleidsters	~
verlekker	~
verlekkerden	~
verletsel	~
verletsels	~
verleuterd	~
verleuterde	~
verlichters	~
verlichtst	~
verliederlijkte	~
verliefdst	~
verliesje	~
verliesjes	~
verlijdt	~
verlofhouder	~
verlofhouders	~
verlofstraktement	~
verlofstraktementen	~
verloftraktement	~
verlokkelijken	~
verlokkelijker	~
verlokkelijkheden	~
verlokkelijkheid	~
verlokkelijkst	~
verlokker	~
verlokkers	~
verloksel	~
verlokselen	~
verloksels	~
verloksters	~
verloochenaar	~
verloochenares	~
verloochenaressen	~
verloodde	~
verlooden	~
verlooding	~
verloodt	~
verloopen	verlopen
verlootdag	~
verlootdagen	~
verlosster	~
verlossters	~
verloter	~
verloters	~
verlovingsdagen	~
verluchtig	~
verluchtigden	~
verluchtigt	~
verluierden	~
vermaagschappen	~
vermaagschapping	~
vermaagschappingen	~
vermaagschapte	~
vermaakshalve	~
vermaanbrief	~
vermaanbrieven	~
vermaanster	~
vermaansters	~
vermaarden	vermaarde*
vermaardere	~
vermaarderen	~
vermaardst	~
vermakelijken	~
vermakelijkeren	~
vermakelijksten	~
vermald	~
vermalde	~
vermallen	~
vermaninkje	~
vermaninkjes	~
vermeenen	vermenen
vermeerderaars	~
vermeldenswaarde	~
vermeldenswaarden	~
vermelder	~
vermelders	~
vermenger	~
vermengers	~
vermengster	~
vermengsters	~
vermenigvuldigers	~
vermenigvuldigtallen	~
vermetelen	vermetele*
vermetelst	~
vermetseld	~
vermetselde	~
vermetselen	~
vermetseling	~
vermicellipodding	~
vermicellipoddingen	~
vermijmerd	~
vermijmerde	~
vermijmeren	~
vermijt	~
vermijten	~
vermijtte	~
vermodderd	~
vermodderde	~
vermodderen	~
vermoedelijken	vermoedelijke*
vermoeidere	~
vermoeideren	~
vermoeidst	~
vermoeienden	vermoeiende*
vermoeiender	~
vermoeiendst	~
vermoffen	~
vermoffing	~
vermoft	~
vermofte	~
vermogenden	vermogende*
vermogendsten	~
vermogensbelastingen	~
vermolm	~
vermooiden	~
vermoordingen	~
vermuffing	~
vermuften	~
vermunt	~
vermunten	~
vermunting	~
vermuntingen	~
vermuntte	~
vernaai	~
vernaaide	~
vernaaiden	~
vernagel	~
vernagelden	~
vernauw	~
vernauwingen	~
vernederenden	~
vernederendsten	~
vernestelden	~
vernielachtig	~
vernielachtiger	~
vernielachtigheid	~
vernielachtigst	~
vernielal	~
vernielallen	~
vernielenden	~
vernielender	~
vernielendst	~
vernielers	~
vernielster	~
vernielsters	~
vernietigbaar	~
vernietigbare	~
vernietigers	~
vernikkel	~
vernikkeld	~
vernikkelden	~
vernikkelt	~
vernisjes	~
vernoegde	~
vernoegder	~
vernoegdheid	~
vernoegdst	~
vernoeging	~
vernoemingen	~
vernuftigen	vernuftige*
vernuftigere	~
vernuftigeren	~
vernuftigsten	~
vernuftje	~
vernuftjes	~
veronaangenaamde	~
veronaangenaming	~
verongelijk	~
verontheiligd	~
verontheiligde	~
verontheiliger	~
verontheiligers	~
verontheiliging	~
verontheiligingen	~
verontreinig	~
verontreiniger	~
verontreinigers	~
verontwaardig	~
veroordeelaar	~
veroordeelaars	~
veroordeelen	veroordelen
veroordeeling	veroordeling
veroordeelingen	veroordelingen
veroorzaking	~
verootmoedigden	~
verootmoedigingen	~
verordineer	~
verordineeren	~
verouwelijken	~
verouwelijkt	~
verouwelijkte	~
verpachters	~
verpappen	~
verpapt	~
verpapte	~
verpassen	~
verpasten	~
verpats	~
verpatste	~
verpatsten	~
verpekeld	~
verpekelde	~
verpekelen	~
verpekken	~
verpekt	~
verpekte	~
verpersoonlijk	~
verpestend	~
verpestender	~
verpestendst	~
verpieterder	~
verpieterdst	~
verpijnd	~
verpijnde	~
verpijnen	~
verplakken	~
verplakt	~
verplakte	~
verplassen	~
verplast	~
verplaste	~
verpleegsterskostumen	~
verpleegsterskostuum	~
verpleegstersschort	~
verpleegstersschorten	~
verplegingskosten	~
verpleisterd	~
verpleisterde	~
